UCF Code,Status,City L1,Date of Onboarding
GCD-271,Active,Jabodetabek,2023-04-19
GCD-15622,Frozen,Jabodetabek,2023-05-29
GCD-15651,Frozen,Jabodetabek,2023-05-26
GCD-3087,Active,Jabodetabek,2023-05-29
GCD-7491,Frozen,Jabodetabek,2023-05-30
GCD-731,Frozen,Jabodetabek,2023-05-30
GCD-13207,Frozen,Jabodetabek,2023-05-30
GCD-15629,Frozen,Jabodetabek,2023-05-30
GCD-840,Blacklisted,Jabodetabek,2023-05-19
GCD-2819,Active,Jabodetabek,2023-06-12
GCD-13824,Blacklisted,Jabodetabek,2023-06-08
GCD-9758,Blacklisted,Jabodetabek,2023-06-07
GCD-15822,Active,Jabodetabek,2023-06-07
GCD-15976,Blacklisted,Jabodetabek,2023-06-15
GCD-15710,Active,Jabodetabek,2023-06-23
GCD-578,Blacklisted,Jabodetabek,2023-06-09
GCD-2272,Blacklisted,Jabodetabek,2023-06-19
GCD-747,Blacklisted,Jabodetabek,2023-06-20
GCD-3700,Active,Jabodetabek,2023-06-08
GCD-9404,Active,Jabodetabek,2023-08-22
GCD-2002,Active,Jabodetabek,2023-08-09
GCD-3995,Active,Jabodetabek,2023-08-08
GCD-16950,Blacklisted,Jabodetabek,2023-08-03
GCD-5352,Blacklisted,Jabodetabek,2023-08-07
GCD-2719,Frozen,Jabodetabek,2023-08-23
GCD-17369,Blacklisted,Jabodetabek,2023-08-07
GCD-8302,Blacklisted,Jabodetabek,2023-08-15
GCD-3312,Active,Jabodetabek,2023-08-15
GCD-2656,Active,Jabodetabek,2023-08-16
GCD-17335,Blacklisted,Jabodetabek,2023-08-15
GCD-8830,Active,Jabodetabek,2023-08-21
GCD-11589,Blacklisted,Jabodetabek,2023-08-22
GCD-17571,Blacklisted,Jabodetabek,2023-08-23
GCD-12922,Blacklisted,Jabodetabek,2023-08-23
GCD-17299,Blacklisted,Jabodetabek,2023-08-23
GCD-2497,Active,Jabodetabek,2023-08-24
GCD-1313,Blacklisted,Jabodetabek,2023-08-25
GCD-490,Active,Jabodetabek,2023-08-25
GCD-17829,Blacklisted,Jabodetabek,2023-08-25
GCD-17903,Blacklisted,Jabodetabek,2023-08-29
GCD-17913,Active,Jabodetabek,2023-08-29
GCD-18002,Blacklisted,Jabodetabek,2023-08-30
GCD-17937,Active,Jabodetabek,2023-08-30
GCD-3062,Blacklisted,Jabodetabek,2023-07-20
GCD-2670,Active,Jabodetabek,2023-07-20
GCD-16388,Blacklisted,Jabodetabek,2023-07-18
GCD-2625,Active,Jabodetabek,2023-07-27
GCD-3547,Blacklisted,Jabodetabek,2023-07-05
GCD-16679,Blacklisted,Jabodetabek,2023-07-11
GCD-6854,Active,Jabodetabek,2023-07-14
GCD-15782,Blacklisted,Jabodetabek,2023-07-21
GCD-3081,Blacklisted,Jabodetabek,2023-07-25
GCD-4714,Blacklisted,Jabodetabek,2023-07-31
GCD-16811,Blacklisted,Jabodetabek,2023-07-18
GCD-16442,Active,Jabodetabek,2023-07-18
GCD-16812,Active,Jabodetabek,2023-07-18
GCD-17119,Blacklisted,Jabodetabek,2023-07-28
GCD-812,Blacklisted,Jabodetabek,2023-07-31
GCD-16031,Frozen,Jabodetabek,2023-07-07
GCD-2607,Blacklisted,Jabodetabek,2023-07-28
GCD-15935,Frozen,Jabodetabek,2023-07-11
GCD-16168,Frozen,Jabodetabek,2023-07-07
GCD-16416,Active,Jabodetabek,2023-07-31
GCD-8241,Active,Jabodetabek,2023-06-30
GCD-4456,Blacklisted,Jabodetabek,2023-06-30
GCD-15794,Blacklisted,Jabodetabek,2023-06-23
GCD-8381,Frozen,Jabodetabek,2023-06-27
GCD-16551,Blacklisted,Jabodetabek,2023-06-30
GCD-15956,Active,Jabodetabek,2023-06-30
GCD-16286,Blacklisted,Jabodetabek,2023-08-31
GCD-13869,Active,Jabodetabek,2023-08-31
GCD-17757,Blacklisted,Jabodetabek,2023-09-06
GCD-18240,Blacklisted,Jabodetabek,2023-09-08
GCD-13701,Blacklisted,Jabodetabek,2023-09-10
GCD-17668,Active,Jabodetabek,2023-09-10
GCD-2284,Active,Jabodetabek,2023-09-11
GCD-973,Active,Jabodetabek,2023-09-11
GCD-17920,Active,Jabodetabek,2023-09-19
GCD-11372,Blacklisted,Jabodetabek,2023-09-19
GCD-12325,Active,Jabodetabek,2023-09-20
GCD-1409,Active,Jabodetabek,2023-09-26
GCD-18378,Active,Jabodetabek,2023-10-03
GCD-18804,Blacklisted,Jabodetabek,2023-10-04
GCD-13345,Blacklisted,Jabodetabek,2023-10-09
GCD-18273,Blacklisted,Jabodetabek,2023-10-13
GCD-11448,Frozen,Jabodetabek,2023-10-17
GCD-17923,Blacklisted,Jabodetabek,2023-10-17
GCD-5223,Active,Jabodetabek,2023-10-18
GCD-18857,Blacklisted,Jabodetabek,2023-10-18
GCD-2932,Blacklisted,Jabodetabek,2023-10-20
GCD-589,Active,Jabodetabek,2023-10-23
GCD-18758,Blacklisted,Jabodetabek,2023-10-24
GCD-17684,Active,Jabodetabek,2023-10-25
GCD-18043,Blacklisted,Jabodetabek,2023-10-26
GCD-581,Blacklisted,Jabodetabek,2023-10-26
GCD-9919,Active,Jabodetabek,2023-10-27
GCD-4040,Active,Jabodetabek,2023-10-26
GCD-16963,Blacklisted,Jabodetabek,2023-10-30
GCD-18718,Blacklisted,Jabodetabek,2023-10-30
GCD-1826,Active,Jabodetabek,2023-10-30
GCD-18597,Blacklisted,Jabodetabek,2023-10-30
GCD-18611,Active,Jabodetabek,2023-10-30
GCD-18761,Active,Jabodetabek,2023-10-27
GCD-18736,Blacklisted,Jabodetabek,2023-11-01
GCD-15899,Active,Jabodetabek,2023-11-02
GCD-3350,Active,Jabodetabek,2023-11-06
GCD-19001,Blacklisted,Jabodetabek,2023-11-06
GCD-19087,Blacklisted,Jabodetabek,2023-11-06
GCD-11021,Blacklisted,Jabodetabek,2023-11-08
GCD-6402,Frozen,Jabodetabek,2023-11-09
GCD-4976,Active,Jabodetabek,2023-11-09
GCD-12763,Blacklisted,Jabodetabek,2023-11-09
GCD-2590,Blacklisted,Jabodetabek,2023-11-13
GCD-19189,Blacklisted,Jabodetabek,2023-11-13
GCD-13989,Active,Jabodetabek,2023-11-13
GCD-2754,Blacklisted,Jabodetabek,2023-11-14
GCD-18927,Active,Jabodetabek,2023-11-15
GCD-4420,Blacklisted,Jabodetabek,2023-11-16
GCD-19288,Blacklisted,Jabodetabek,2023-11-16
GCD-3649,Active,Jabodetabek,2023-11-17
GCD-19122,Blacklisted,Jabodetabek,2023-11-17
GCD-19213,Active,Jabodetabek,2023-11-17
GCD-18453,Blacklisted,Jabodetabek,2023-11-17
GCD-3347,Active,Jabodetabek,2023-11-20
GCD-19242,Active,Jabodetabek,2023-11-20
GCD-19254,Active,Jabodetabek,2023-11-20
GCD-7908,Blacklisted,Jabodetabek,2023-11-21
GCD-19264,Active,Jabodetabek,2023-11-21
GCD-1788,Active,Jabodetabek,2023-11-21
GCD-19109,Active,Jabodetabek,2023-11-21
GCD-19299,Active,Jabodetabek,2023-11-21
GCD-19290,Blacklisted,Jabodetabek,2023-11-21
GCD-19291,Active,Jabodetabek,2023-11-22
GCD-17986,Frozen,Jabodetabek,2023-11-22
GCD-19286,Blacklisted,Jabodetabek,2023-11-22
GCD-3250,Active,Jabodetabek,2023-11-22
GCD-19343,Blacklisted,Jabodetabek,2023-11-23
GCD-19248,Active,Jabodetabek,2023-11-23
GCD-3257,Blacklisted,Jabodetabek,2023-11-23
GCD-5983,Blacklisted,Jabodetabek,2023-11-23
GCD-2660,Active,Jabodetabek,2023-11-24
GCD-9324,Active,Jabodetabek,2023-11-24
GCD-19245,Active,Jabodetabek,2023-11-27
GCD-7708,Active,Jabodetabek,2023-11-28
GCD-18230,Active,Jabodetabek,2023-11-29
GCD-7752,Active,Jabodetabek,2023-11-30
GCD-1780,Blacklisted,Jabodetabek,2023-11-30
GCD-19175,Blacklisted,Jabodetabek,2023-12-04
GCD-2453,Active,Jabodetabek,2023-12-04
GCD-1728,Active,Jabodetabek,2023-12-05
GCD-15005,Blacklisted,Jabodetabek,2023-12-06
GCD-19397,Active,Jabodetabek,2023-12-06
GCD-5080,Active,Jabodetabek,2023-12-06
GCD-19411,Blacklisted,Jabodetabek,2023-12-06
GCD-19617,Blacklisted,Jabodetabek,2023-12-06
GCD-18728,Active,Jabodetabek,2023-12-06
GCD-19463,Active,Jabodetabek,2023-12-08
GCD-4739,Active,Jabodetabek,2023-12-08
GCD-19512,Active,Jabodetabek,2023-12-11
GCD-19297,Active,Jabodetabek,2023-12-11
OX16112317002100112,Active,Jabodetabek,2023-12-12
GCD-4987,Active,Jabodetabek,2023-12-12
GCD-1816,Active,Jabodetabek,2023-12-08
GCD-19105,Active,Jabodetabek,2023-12-06
GCD-14619,Active,Jabodetabek,2023-12-12
GCD-18778,Frozen,Jabodetabek,2023-12-13
GCD-781,Blacklisted,Jabodetabek,2023-12-13
GCD-19501,Blacklisted,Jabodetabek,2023-12-13
GCD-19508,Active,Jabodetabek,2023-12-13
GCD-19690,Active,Jabodetabek,2023-12-14
GCD-1415,Active,Jabodetabek,2023-12-14
GCD-19515,Blacklisted,Jabodetabek,2023-12-14
GCD-19481,Blacklisted,Jabodetabek,2023-12-15
GCD-17470,Active,Jabodetabek,2023-12-15
GCD-15556,Active,Jabodetabek,2023-12-18
GCD-19495,Active,Jabodetabek,2023-12-18
GCD-19551,Blacklisted,Jabodetabek,2023-12-19
GCD-3736,Active,Jabodetabek,2023-12-19
OX08122315575700328,Active,Jabodetabek,2023-12-20
GCD-19482,Active,Jabodetabek,2023-12-20
GCD-19714,Active,Jabodetabek,2023-12-20
GCD-3051,Active,Jabodetabek,2023-12-21
OX14122321481200402,Active,Jabodetabek,2023-12-21
GCD-19346,Blacklisted,Jabodetabek,2023-12-21
GCD-15589,Blacklisted,Jabodetabek,2023-12-21
GCD-3814,Blacklisted,Jabodetabek,2023-12-21
GCD-15908,Blacklisted,Jabodetabek,2023-12-26
GCD-19268,Blacklisted,Jabodetabek,2023-12-27
GCD-13529,Active,Jabodetabek,2023-12-27
GCD-2678,Active,Jabodetabek,2023-12-27
GCD-19269,Active,Jabodetabek,2023-12-27
GCD-2586,Active,Jabodetabek,2023-12-27
OX21112312580300147,Active,Jabodetabek,2023-12-28
GCD-19653,Blacklisted,Jabodetabek,2023-12-28
OX07112321254200013,Active,Jabodetabek,2023-12-28
GCD-7320,Active,Jabodetabek,2023-12-29
GCD-19621,Active,Jabodetabek,2023-12-29
GCD-19650,Blacklisted,Jabodetabek,2023-12-29
GCD-14823,Active,Jabodetabek,2023-12-29
GCD-1497,Blacklisted,Jabodetabek,2024-01-02
GCD-3525,Active,Jabodetabek,2024-01-03
GCD-5120,Active,Jabodetabek,2024-01-03
GCD-5054,Active,Jabodetabek,2024-01-03
GCD-20002,Active,Jabodetabek,2024-01-04
GCD-18526,Blacklisted,Jabodetabek,2024-01-05
GCD-19746,Blacklisted,Jabodetabek,2024-01-09
GCD-4792,Active,Jabodetabek,2024-01-09
GCD-1528,Active,Jabodetabek,2024-01-09
GCD-3056,Blacklisted,Jabodetabek,2024-01-09
GCD-19665,Frozen,Jabodetabek,2024-01-10
OX27112309113900197,Active,Jabodetabek,2024-01-11
GCD-19639,Blacklisted,Jabodetabek,2024-01-11
GCD-19371,Active,Jabodetabek,2024-01-12
GCD-19682,Active,Jabodetabek,2024-01-12
GCD-2055,Blacklisted,Jabodetabek,2024-01-15
GCD-19708,Active,Jabodetabek,2024-01-16
GCD-3517,Active,Jabodetabek,2024-01-16
GCD-19431,Active,Jabodetabek,2024-01-16
GCD-4432,Active,Jabodetabek,2024-01-17
GCD-19724,Blacklisted,Jabodetabek,2024-01-17
GCD-1775,Active,Jabodetabek,2024-01-17
GCD-19654,Active,Jabodetabek,2024-01-18
GCD-19693,Active,Jabodetabek,2024-01-18
GCD-2594,Active,Jabodetabek,2024-01-18
GCD-5418,Blacklisted,Jabodetabek,2024-01-18
GCD-3160,Active,Jabodetabek,2024-01-22
GCD-19752,Active,Jabodetabek,2024-01-22
GCD-19747,Active,Jabodetabek,2024-01-22
GCD-19620,Blacklisted,Jabodetabek,2024-01-23
GCD-3854,Blacklisted,Jabodetabek,2024-01-23
GCD-1079,Active,Jabodetabek,2024-01-23
GCD-19544,Active,Jabodetabek,2024-01-24
GCD-11111,Blacklisted,Jabodetabek,2024-01-25
GCD-16619,Blacklisted,Jabodetabek,2024-01-26
GCD-19768,Active,Jabodetabek,2024-01-29
GCD-19779,Active,Jabodetabek,2024-01-30
GCD-18818,Active,Jabodetabek,2024-01-30
GCD-19681,Blacklisted,Jabodetabek,2024-01-30
GCD-5353,Active,Jabodetabek,2024-01-31
GCD-19781,Frozen,Jabodetabek,2024-01-31
GCD-8439,Active,Jabodetabek,2024-02-01
OX18012413064000642,Active,Jabodetabek,2024-02-01
GCD-4929,Active,Jabodetabek,2024-02-01
OX24012417434900676,Active,Jabodetabek,2024-02-05
GCD-3850,Active,Jabodetabek,2024-02-06
GCD-19791,Blacklisted,Jabodetabek,2024-02-07
GCD-19795,Blacklisted,Jabodetabek,2024-02-07
GCD-18483,Active,Jabodetabek,2024-02-12
GCD-17842,Active,Jabodetabek,2024-02-12
GCD-19812,Active,Jabodetabek,2024-02-13
GCD-19818,Blacklisted,Jabodetabek,2024-02-13
GCD-5901,Active,Jabodetabek,2024-02-15
GCD-18822,Blacklisted,Jabodetabek,2024-02-16
GCD-5583,Active,Jabodetabek,2024-02-16
GCD-19257,Active,Jabodetabek,2024-02-17
GCD-1000,Blacklisted,Jabodetabek,2024-02-17
GCD-4651,Active,Jabodetabek,2024-02-19
GCD-19696,Blacklisted,Jabodetabek,2024-02-19
GCD-1541,Blacklisted,Jabodetabek,2024-02-20
GCD-19798,Active,Jabodetabek,2024-02-21
GCD-1909,Active,Jabodetabek,2024-02-21
GCD-9429,Active,Jabodetabek,2024-02-22
GCD-19218,Active,Jabodetabek,2024-02-23
GCD-19149,Active,Jabodetabek,2024-02-23
GCD-19882,Active,Jabodetabek,2024-02-26
GCD-14822,Active,Jabodetabek,2024-02-26
GCD-17566,Frozen,Jabodetabek,2024-02-27
GCD-13323,Active,Jabodetabek,2024-02-28
GCD-3590,Blacklisted,Jabodetabek,2024-02-28
GCD-5880,Active,Jabodetabek,2024-02-28
GCD-3364,Blacklisted,Jabodetabek,2024-02-28
OX22122315361300514,Active,Jabodetabek,2024-02-29
GCD-18609,Blacklisted,Jabodetabek,2024-02-29
GCD-15897,Blacklisted,Jabodetabek,2024-02-29
GCD-19889,Blacklisted,Jabodetabek,2024-02-29
GCD-6532,Active,Jabodetabek,2024-03-01
GCD-3053,Active,Jabodetabek,2024-03-02
GCD-19897,Active,Jabodetabek,2024-03-04
GCD-19915,Active,Jabodetabek,2024-03-04
GCD-19514,Active,Jabodetabek,2024-03-05
GCD-19918,Active,Surabaya,2024-03-07
GCD-19906,Active,Jabodetabek,2024-03-08
GCD-1590,Active,Jabodetabek,2024-03-12
GCD-19931,Active,Surabaya,2024-03-13
GCD-19935,Active,Jabodetabek,2024-03-13
GCD-19939,Active,Jabodetabek,2024-03-14
GCD-5867,Active,Jabodetabek,2024-03-15
GCD-19295,Active,Jabodetabek,2024-03-15
GCD-19949,Blacklisted,Jabodetabek,2024-03-18
GCD-19973,Active,Surabaya,2024-03-20
GCD-2394,Active,Jabodetabek,2024-03-20
GCD-16552,Active,Surabaya,2024-03-21
GCD-19983,Active,Jabodetabek,2024-03-21
GCD-19990,Active,Jabodetabek,2024-03-25
GCD-5569,Blacklisted,Jabodetabek,2024-03-25
GCD-15875,Active,Jabodetabek,2024-03-25
GCD-19991,Active,Surabaya,2024-03-26
GCD-2651,Active,Jabodetabek,2024-04-02
GCD-20026,Blacklisted,Jabodetabek,2024-04-03
GCD-17910,Blacklisted,Jabodetabek,2024-04-03
GCD-20022,Active,Surabaya,2024-04-04
GCD-6936,Blacklisted,Surabaya,2024-04-04
GCD-5945,Blacklisted,Surabaya,2024-04-16
GCD-20037,Blacklisted,Jabodetabek,2024-04-17
GCD-11507,Blacklisted,Jabodetabek,2024-04-18
GCD-12169,Blacklisted,Jabodetabek,2024-04-24
GCD-20044,Active,Jabodetabek,2024-04-25
GCD-20046,Blacklisted,Jabodetabek,2024-04-25
GCD-2977,Blacklisted,Surabaya,2024-04-25
GCD-20136,Blacklisted,Jabodetabek,2024-04-26
GCD-20051,Active,Jabodetabek,2024-04-26
GCD-20054,Blacklisted,Surabaya,2024-04-29
GCD-4590,Active,Jabodetabek,2024-04-29
GCD-18606,Active,Jabodetabek,2024-04-30
GCD-3856,Active,Surabaya,2024-04-30
GCD-10992,Active,Jabodetabek,2024-04-30
GCD-16801,Blacklisted,Jabodetabek,2024-05-02
GCD-19986,Blacklisted,Jabodetabek,2024-05-03
GCD-20047,Blacklisted,Jabodetabek,2024-05-03
GCD-10920,Blacklisted,Jabodetabek,2024-05-04
GCD-18304,Blacklisted,Jabodetabek,2024-05-06
GCD-19095,Active,Jabodetabek,2024-05-06
GCD-20065,Active,Jabodetabek,2024-05-06
GCD-20103,Active,Jabodetabek,2024-05-06
GCD-19407,Blacklisted,Jabodetabek,2024-05-07
GCD-19871,Blacklisted,Jabodetabek,2024-05-07
GCD-20039,Active,Jabodetabek,2024-05-07
GCD-20151,Active,Surabaya,2024-05-07
GCD-4943,Blacklisted,Jabodetabek,2024-05-10
GCD-2331,Blacklisted,Jabodetabek,2024-05-13
GCD-1953,Blacklisted,Jabodetabek,2024-05-13
GCD-18889,Active,Jabodetabek,2024-05-13
OX22032416181700826,Active,Jabodetabek,2024-05-13
GCD-19783,Active,Jabodetabek,2024-05-14
GCD-20025,Blacklisted,Jabodetabek,2024-05-14
GCD-20073,Active,Surabaya,2024-05-14
GCD-20090,Active,Jabodetabek,2024-05-14
GCD-3809,Active,Jabodetabek,2024-05-15
GCD-7593,Active,Jabodetabek,2024-05-15
GCD-2676,Active,Jabodetabek,2024-05-15
GCD-20106,Active,Jabodetabek,2024-05-15
GCD-20093,Active,Surabaya,2024-05-16
GCD-20077,Blacklisted,Jabodetabek,2024-05-16
GCD-19907,Blacklisted,Surabaya,2024-05-16
GCD-20096,Active,Jabodetabek,2024-05-16
GCD-20097,Active,Jabodetabek,2024-05-17
GCD-18479,Blacklisted,Jabodetabek,2024-05-17
OX23042414581700890,Active,Jabodetabek,2024-05-17
GCD-20094,Active,Jabodetabek,2024-05-17
GCD-6640,Active,Jabodetabek,2024-05-17
GCD-20095,Active,Jabodetabek,2024-05-17
GCD-20115,Active,Jabodetabek,2024-05-20
GCD-19725,Active,Jabodetabek,2024-05-20
GCD-17830,Blacklisted,Surabaya,2024-05-21
GCD-4807,Active,Jabodetabek,2024-05-21
GCD-18440,Active,Surabaya,2024-05-21
GCD-20109,Active,Jabodetabek,2024-05-22
GCD-20113,Blacklisted,Surabaya,2024-05-22
GCD-20067,Active,Jabodetabek,2024-05-22
GCD-20114,Blacklisted,Jabodetabek,2024-05-22
GCD-19549,Active,Jabodetabek,2024-05-25
GCD-6310,Blacklisted,Jabodetabek,2024-05-27
GCD-6486,Active,Jabodetabek,2024-05-27
GCD-7824,Blacklisted,Bandung,2024-05-28
GCD-1476,Active,Jabodetabek,2024-05-28
GCD-20089,Frozen,Jabodetabek,2024-05-29
GCD-20104,Active,Jabodetabek,2024-05-29
GCD-2183,Active,Jabodetabek,2024-05-29
GCD-20121,Active,Jabodetabek,2024-05-29
GCD-20084,Blacklisted,Jabodetabek,2024-05-29
GCD-20124,Blacklisted,Surabaya,2024-05-30
GCD-5200,Active,Jabodetabek,2024-05-31
GCD-15786,Active,Surabaya,2024-05-31
GCD-17012,Active,Surabaya,2024-05-31
GCD-20078,Active,Jabodetabek,2024-05-31
GCD-3933,Active,Bandung,2024-05-31
GCD-18982,Blacklisted,Jabodetabek,2024-06-03
GCD-20069,Active,Jabodetabek,2024-06-03
GCD-20135,Blacklisted,Jabodetabek,2024-06-03
GCD-20020,Active,Jabodetabek,2024-06-03
GCD-20132,Blacklisted,Surabaya,2024-06-03
GCD-20129,Active,Jabodetabek,2024-06-04
GCD-20134,Active,Jabodetabek,2024-06-04
GCD-10948,Blacklisted,Surabaya,2024-06-05
GCD-20110,Blacklisted,Jabodetabek,2024-06-06
GCD-20082,Blacklisted,Jabodetabek,2024-06-06
GCD-5891,Active,Bali,2024-06-06
GCD-10169,Active,Bali,2024-06-07
GCD-1682,Blacklisted,Surabaya,2024-06-07
GCD-11259,Blacklisted,Bali,2024-06-10
GCD-20128,Active,Jabodetabek,2024-06-10
GCD-16912,Active,Bandung,2024-06-10
GCD-6965,Active,Bali,2024-06-11
GCD-10090,Active,Bali,2024-06-11
GCD-10241,Active,Bali,2024-06-11
GCD-20154,Blacklisted,Surabaya,2024-06-11
GCD-20157,Active,Surabaya,2024-06-11
GCD-20144,Blacklisted,Jabodetabek,2024-06-10
GCD-20150,Active,Bandung,2024-06-12
GCD-2158,Active,Jabodetabek,2024-06-12
GCD-20153,Active,Bandung,2024-06-13
GCD-3518,Active,Jabodetabek,2024-06-13
GCD-20162,Active,Jabodetabek,2024-06-13
GCD-4228,Active,Bandung,2024-06-14
GCD-6621,Active,Jabodetabek,2024-06-14
GCD-20075,Active,Surabaya,2024-06-14
GCD-20160,Active,Jabodetabek,2024-06-18
GCD-10040,Active,Bali,2024-06-18
GCD-20152,Active,Jabodetabek,2024-06-19
GCD-20180,Blacklisted,Jabodetabek,2024-06-19
GCD-16922,Active,Jabodetabek,2024-06-20
GCD-15083,Active,Bandung,2024-06-20
GCD-20158,Blacklisted,Jabodetabek,2024-06-20
GCD-12405,Active,Jabodetabek,2024-06-20
GCD-20171,Active,Surabaya,2024-06-20
GCD-11368,Blacklisted,Surabaya,2024-06-20
GCD-20172,Blacklisted,Surabaya,2024-06-20
GCD-3123,Active,Jabodetabek,2024-06-20
GCD-20227,Active,Jabodetabek,2024-06-20
GCD-20080,Blacklisted,Jabodetabek,2024-06-21
GCD-19876,Blacklisted,Jabodetabek,2024-06-21
GCD-2712,Active,Jabodetabek,2024-06-22
GCD-6716,Active,Bali,2024-06-24
GCD-2670,Active,Jabodetabek,2024-10-28
GCD-12948,Active,Jabodetabek,2024-06-24
GCD-6494,Blacklisted,Surabaya,2024-06-25
GCD-11910,Active,Bali,2024-06-25
GCD-20187,Active,Bandung,2024-06-25
GCD-19441,Blacklisted,Surabaya,2024-06-25
GCD-20155,Blacklisted,Jabodetabek,2024-06-25
GCD-2707,Blacklisted,Jabodetabek,2024-06-25
GCD-20183,Active,Jabodetabek,2024-06-26
GCD-12950,Active,Bali,2024-06-26
GCD-13214,Active,Bali,2024-06-26
GCD-17219,Active,Bali,2024-06-26
GCD-14164,Blacklisted,Bandung,2024-06-26
GCD-12124,Blacklisted,Bandung,2024-06-26
GCD-13564,Active,Surabaya,2024-06-27
GCD-17327,Active,Yogyakarta,2024-06-27
GCD-5349,Active,Yogyakarta,2024-06-27
GCD-9589,Active,Yogyakarta,2024-06-27
GCD-12892,Blacklisted,Jabodetabek,2024-06-27
GCD-20195,Active,Jabodetabek,2024-06-27
GCD-20200,Blacklisted,Surabaya,2024-06-27
GCD-3694,Active,Bandung,2024-06-27
GCD-5053,Blacklisted,Yogyakarta,2024-06-27
GCD-7698,Active,Semarang,2024-06-27
GCD-20202,Blacklisted,Bandung,2024-06-27
GCD-20199,Blacklisted,Surabaya,2024-06-27
GCD-20204,Active,Surabaya,2024-06-28
GCD-18502,Active,Surabaya,2024-06-28
GCD-20182,Active,Jabodetabek,2024-06-26
GCD-18862,Active,Surabaya,2024-06-28
GCD-17199,Blacklisted,Jabodetabek,2024-06-28
GCD-6313,Active,Jabodetabek,2024-06-29
GCD-3963,Active,Jabodetabek,2024-07-01
GCD-20208,Active,Surabaya,2024-07-01
GCD-8095,Active,Yogyakarta,2024-07-01
GCD-9665,Blacklisted,Yogyakarta,2024-07-01
GCD-3934,Blacklisted,Semarang,2024-07-01
GCD-20212,Blacklisted,Surabaya,2024-07-02
GCD-4049,Active,Surabaya,2024-07-03
GCD-19424,Active,Jabodetabek,2024-07-03
GCD-3232,Active,Surabaya,2024-07-03
GCD-19880,Blacklisted,Jabodetabek,2024-07-03
GCD-5662,Blacklisted,Bandung,2024-07-03
GCD-7011,Active,Yogyakarta,2024-07-03
GCD-20447,Blacklisted,Yogyakarta,2024-07-03
GCD-5875,Active,Yogyakarta,2024-07-03
GCD-2718,Blacklisted,Jabodetabek,2024-07-03
GCD-15115,Active,Surabaya,2024-07-03
GCD-20091,Active,Yogyakarta,2024-07-04
GCD-4342,Active,Jabodetabek,2024-05-31
GCD-9865,Frozen,Surabaya,2024-07-05
GCD-16186,Blacklisted,Surabaya,2024-07-06
GCD-20176,Active,Bali,2024-07-06
GCD-7439,Blacklisted,Surabaya,2024-07-08
GCD-20083,Blacklisted,Surabaya,2024-07-08
GCD-10030,Active,Bali,2024-07-09
GCD-4284,Active,Jabodetabek,2024-07-09
GCD-17386,Blacklisted,Jabodetabek,2024-07-09
GCD-6574,Active,Bandung,2024-07-09
GCD-2821,Blacklisted,Jabodetabek,2024-07-10
GCD-20213,Active,Jabodetabek,2024-07-10
GCD-7509,Active,Yogyakarta,2024-07-11
GCD-20190,Active,Bandung,2024-07-11
GCD-20175,Active,Jabodetabek,2024-07-11
GCD-4102,Blacklisted,Jabodetabek,2024-07-11
GCD-3311,Active,Jabodetabek,2024-07-12
GCD-9621,Active,Jabodetabek,2024-07-12
GCD-20178,Active,Bali,2024-07-13
GCD-20264,Active,Jabodetabek,2024-07-15
GCD-13624,Active,Bandung,2024-07-15
GCD-20258,Active,Surabaya,2024-07-15
GCD-2454,Active,Jabodetabek,2024-07-15
GCD-12861,Blacklisted,Bali,2024-07-16
GCD-12043,Blacklisted,Bandung,2024-07-16
GCD-20248,Active,Bandung,2024-07-16
GCD-10786,Blacklisted,Bandung,2024-07-16
GCD-5853,Active,Jabodetabek,2024-07-16
GCD-7717,Active,Yogyakarta,2024-07-16
GCD-20225,Blacklisted,Jabodetabek,2024-07-17
GCD-3676,Blacklisted,Bandung,2024-07-17
GCD-20214,Active,Bandung,2024-06-28
GCD-9670,Active,Bali,2024-07-17
GCD-20277,Blacklisted,Bandung,2024-07-18
GCD-1352,Active,Jabodetabek,2024-07-18
GCD-20285,Active,Semarang,2024-07-18
GCD-18792,Blacklisted,Jabodetabek,2024-07-18
GCD-20267,Blacklisted,Jabodetabek,2024-07-18
GCD-20279,Active,Jabodetabek,2024-07-18
GCD-20364,Active,Surabaya,2024-07-18
GCD-5527,Active,Bandung,2024-07-19
GCD-10325,Active,Bali,2024-07-19
GCD-13979,Blacklisted,Bali,2024-07-19
GCD-10399,Active,Semarang,2024-07-19
OX22062414050501275,Active,Bali,2024-07-19
GCD-1357,Active,Jabodetabek,2024-07-19
GCD-20229,Active,Bandung,2024-07-20
GCD-16449,Active,Bandung,2024-07-19
GCD-9017,Blacklisted,Bali,2024-07-22
GCD-4093,Blacklisted,Bandung,2024-07-22
GCD-5689,Active,Bali,2024-07-22
GCD-20282,Active,Yogyakarta,2024-07-22
GCD-9882,Active,Bali,2024-07-22
GCD-20292,Active,Yogyakarta,2024-07-22
GCD-7435,Blacklisted,Jabodetabek,2024-07-23
GCD-19803,Active,Yogyakarta,2024-07-23
GCD-19581,Blacklisted,Surabaya,2024-07-23
GCD-20312,Active,Surabaya,2024-07-23
GCD-19159,Blacklisted,Bandung,2024-07-23
GCD-5324,Active,Semarang,2024-07-23
GCD-20228,Blacklisted,Bandung,2024-07-23
GCD-20299,Active,Surabaya,2024-07-23
GCD-2913,Active,Jabodetabek,2024-07-23
GCD-20278,Active,Yogyakarta,2024-07-24
